台帳番号,緯度,経度,エリア,行政区,所在地
A21-76,35.1216530665375,137.020572101199,南西地区,赤池区,ｽﾛｰﾝｽｸｴｱ（赤池2-410）
A21-77,35.1200945179142,137.012403889902,南西地区,赤池区,ﾍﾞﾙｴｸﾚ（赤池5-1704）
A21-78,35.1198683983845,137.011811091078,南西地区,赤池区,ｿﾌｨｱ（赤池5-1902
A21-79,35.1219559119129,137.01416956859,南西地区,赤池区,ﾌﾟﾚﾐｱﾑｷｬｯｽﾙ平針（赤池5-1101）
A21-8,35.1195559864736,137.012048225355,南西地区,赤池区,ﾌﾞﾘｰｽﾞⅢ（赤池5-1914）
A21-80,35.1206736724359,137.016398631509,南西地区,赤池区,La Terre Verte（赤池1-2601）
A21-81,35.1204016040212,137.015304285162,南西地区,赤池区,クレスト早川（赤池1-2307）
A21-82,35.1190158516404,137.013910090394,南西地区,赤池区,シーガルネスト（日進市赤池4丁目309番地）
A21-83,35.1217561575883,137.020992132566,南西地区,赤池区,ノッティングヒル（日進市赤池2丁目404番地）
A21-84,35.1233901328955,137.019128169563,南西地区,赤池区,プラセシオン赤池ファースト(日進市赤池二丁目103番地１)
A21-85,35.1217972143132,137.010805945322,南西地区,赤池区,トリニティ平針（赤池5-106）
A21-86,35.1182324236983,137.014074255799,南西地区,赤池区,マ・ルネ（赤池4-502）
A21-87,35.1176790643739,137.017001618358,南西地区,赤池区,レジデンス高根(日進市赤池三丁目2105番地)
A21-88,35.1216455091467,137.010673257702,南西地区,赤池区,"オリーナ赤池(日進市赤池五丁目103,104,105)"
A21-89,35.1204332361207,137.01215353994,南西地区,赤池区,コリナベルデ（赤池5-1702）
A21-9,35.120030152288,137.012757072484,南西地区,赤池区,ｱﾄﾚ赤池（赤池5-1908）
A21-90,35.1181825499353,137.017678827596,南西地区,赤池区,プラウド赤池（赤池3-2102）
A22-1,35.1533388973643,137.022881672531,北東地区,岩崎台区,ﾃﾞｨｱｺｰﾄ（岩崎台3-718）
A22-10,35.1520636149073,137.024715439401,北東地区,岩崎台区,ﾊﾟｰｸｲﾜｻｷ（岩崎台2-1414）
A22-11,35.1519628875935,137.025302047934,北東地区,岩崎台区,ｽﾌﾟﾘﾝｸﾞ岩崎（岩崎台2-1416）
A22-12,35.1516953356836,137.025378023504,北東地区,岩崎台区,ｽﾌﾟﾘﾝｸﾞ岩崎Ⅲ（岩崎台2-1417）
A22-13,35.1515576794878,137.025683495179,北東地区,岩崎台区,ﾗｲﾄﾋﾙｽﾞ岩崎（岩崎台2-1823）
A22-14,35.1526939196143,137.029022030575,北東地区,岩崎台区,ﾙﾐｴｰﾙ（岩崎台4-1307）
A22-15,35.1528735651831,137.028455922486,北東地区,岩崎台区,ﾊｯﾋﾟｰﾋﾞﾚｯｼﾞ（岩崎台4-1002）
A22-16,35.1525129975278,137.028466739725,北東地区,岩崎台区,ﾒﾙｳﾞｪｰﾕK（岩崎台4-1422）
A22-17,35.1516026759893,137.028039568563,北東地区,岩崎台区,ｳﾞｨﾗﾊﾋﾟﾈｽ（岩崎台4-1008）
A22-18,35.1519204802369,137.02760515889,北東地区,岩崎台区,ｼﾞｭﾈｽSANOH（岩崎台3-109）
A22-19,35.1516130627758,137.027271362419,北東地区,岩崎台区,ﾕｰﾊｳｽ岩崎（岩崎台2-2222）
A22-2,35.1535415148885,137.02384851661,北東地区,岩崎台区,ｴｽﾃｰﾄﾋﾟｱ岩崎台（岩崎台3-1103）
A22-20,35.1510284180797,137.028404164537,北東地区,岩崎台区,ｱｰｸﾋﾙｽﾞｺﾑﾗ（岩崎台4-827、805）
A22-21,35.150720753379,137.027852504042,北東地区,岩崎台区,ﾈｵ岩崎台（岩崎台4-906）
A22-22,35.1502625308392,137.028707286554,北東地区,岩崎台区,ﾌﾗﾜｰﾀｳﾝK（岩崎台4-707）
A22-23,35.1499599928629,137.027672042274,北東地区,岩崎台区,ﾌﾟﾚｽﾃｰｼﾞ岩崎台（岩崎台4-911）
A22-24,35.1496692884069,137.027212885647,北東地区,岩崎台区,ｼﾃｨｵ岩崎台（岩崎台4-401）
A22-25,35.1504576053436,137.026820592163,北東地区,岩崎台区,ｻﾞ･ｻｸｾｽ岩崎台（岩崎台2-2106、2-2215）
A22-26,35.1503115153243,137.02716382695,北東地区,岩崎台区,ｱﾙﾊﾞ日進（岩崎台2-2212）
A22-27,35.1499505088612,137.026794021084,北東地区,岩崎台区,ｽｶｲﾊｲﾂ日進（岩崎台2-101、2-122）
A22-28,35.1495939245633,137.026585439791,北東地区,岩崎台区,ｻﾝﾊｲﾂ日進（岩崎台2-102）
A22-29,35.1512404992141,137.023031230276,北東地区,岩崎台区,ｼｭﾛｽ岩崎（岩崎台2-1501）
A22-3,35.153640819262,137.024431495914,北東地区,岩崎台区,風見鶏（岩崎台3-1207）
A22-31,35.150291600068,137.023384333643,北東地区,岩崎台区,ﾀｳﾆｰ信栄（岩崎台2-1114）
A22-32,35.1498376957232,137.023059377926,北東地区,岩崎台区,ﾀｳﾆｰ信栄2（岩崎台2-906）
A22-33,35.1496555175733,137.02382622176,北東地区,岩崎台区,ﾍﾞﾙｳｯｽﾞ日進（岩崎台2-908）
A22-34,35.1497095748012,137.024337143484,北東地区,岩崎台区,ﾋﾞｰｽﾞｱﾍﾞﾆｭｰ（岩崎台2-806）
A22-36,35.1480158107353,137.021275815112,北東地区,岩崎台区,ｾｼﾞｭｰﾙ幸村（岩崎台1-1717）
A22-38,35.1470162259159,137.024034860196,北東地区,岩崎台区,住友香久山ｼﾃｨﾊｳｽ（岩崎台1-1217）
A22-4,35.1531448737296,137.024305367917,北東地区,岩崎台区,ﾗﾋﾞﾝｸﾞｳﾞｪｰﾙ（岩崎台3-1109）
A22-40,35.1523228585867,137.027187833473,北東地区,岩崎台区,ﾆｭｰﾙｯｸ岩崎（岩崎台3-308）
A22-41,35.1484076373415,137.026292567499,北東地区,岩崎台区,ﾕﾆｰﾌﾞﾙ日進（岩崎台1-101）
A22-42,35.1478702087761,137.026852456658,北東地区,岩崎台区,きららﾊｲﾂ（岩崎台4-304）
A22-43,35.1520133107288,137.025020762183,北東地区,岩崎台区,ﾒｿﾞﾝけやき（岩崎台2-1415）
A22-44,35.1522114202468,137.028271771191,北東地区,岩崎台区,ｺｰﾎﾟﾗｽYY（岩崎台4-1006）
A22-45,35.1504649563768,137.024692533044,北東地区,岩崎台区,ﾛｲﾔﾙｺｰﾄB（岩崎台2-710）
A22-46,35.1493354817138,137.024805894972,北東地区,岩崎台区,ﾕﾆｰﾌﾞﾙ日進の丘（岩崎台1-601）
A22-48,35.1510752917333,137.027536352917,北東地区,岩崎台区,ﾀｳﾝｺｰﾄ岩崎台（岩崎台4-919）
A22-49,35.1531781459142,137.022710511794,北東地区,岩崎台区,ﾎﾞﾅｰﾙ（岩崎台3-717）
A22-5,35.1534870357822,137.02543661095,北東地区,岩崎台区,ﾊｲﾈｽ大鐘（岩崎台3-909）
A22-50,35.1538732243159,137.028097512177,北東地区,岩崎台区,ﾕﾆｰﾌﾞﾙ岩崎台ｽｸｴｱ（岩崎台3-1604）
A22-51,35.1507623895071,137.027293337513,北東地区,岩崎台区,ｳｨｽﾃﾘｱ（岩崎台2-2210）
A22-52,35.1490987216987,137.02233015681,北東地区,岩崎台区,ﾎﾞﾇｰﾙ岩崎台A棟B棟（岩崎台1-1901-4、1-1901-3）
A22-53,35.1491709929436,137.027470998242,北東地区,岩崎台区,ｱﾋﾞﾀｼｵﾝ･ﾄｭﾙﾜ（岩崎台4-410、4-405、4-409）
A22-54,35.1481546902127,137.026838251057,北東地区,岩崎台区,ｱﾍﾞﾆｭｰ岩崎Ⅰ（岩崎台4-308）
A22-55,35.147465568221,137.02286467585,北東地区,岩崎台区,有料老人ﾎｰﾑにっしん岩崎台（岩崎台1-1214）
A22-56,35.148900517736,137.02626428278,北東地区,岩崎台区,ﾊﾟｰｸﾋﾙｽﾞK（岩崎台2-314）
A22-56,35.1490935594082,137.025060174692,北東地区,岩崎台区,ﾊﾟｰｸﾋﾙｽﾞK（岩崎台2-314）
A22-58,35.1483262725454,137.024161204295,北東地区,岩崎台区,ﾋﾙｽﾞ岩崎台（岩崎台1-1104）
A22-59,35.1493572170019,137.026519005337,北東地区,岩崎台区,ﾌﾙｰﾂﾊﾟｰｸK（岩崎台2-119）
A22-6,35.1541110641833,137.026718300629,北東地区,岩崎台区,ﾌｧﾐｰﾙ中野（岩崎台3-2003）
A22-60,35.1483294503876,137.026889426037,北東地区,岩崎台区,ﾍﾞﾙｽﾃｰｼﾞ岩崎台（岩崎台4-309）
A22-61,35.1512674222059,137.024380747994,北東地区,岩崎台区,ﾚｽﾃｵ岩崎台（岩崎台2-1606）
A22-62,35.1508294211732,137.026792517051,北東地区,岩崎台区,ｻﾞ･ﾛｲﾔﾙｵｰｸ（岩崎台2-2005）
A22-63,35.1477294499371,137.026893854286,北東地区,岩崎台区,風の郷（岩崎台4-305）
A22-64,35.1537188565203,137.028615620299,北東地区,岩崎台区,ｶﾞｰﾃﾞﾝｳﾞｧｰﾍﾞﾅ（岩崎台4-1108）
A22-65,35.1522707862587,137.028474064019,北東地区,岩崎台区,ｳﾞｫﾜﾘｴ（岩崎台4-1501）、ｼｪ･ｶﾄｰﾙ（岩崎台4-1502）
A22-66,35.1533653727361,137.025001296495,北東地区,岩崎台区,ｱｲﾘｽ大鐘（岩崎台3-910-2、918-1）
A22-67,35.1503663559206,137.024708070039,北東地区,岩崎台区,ﾛｲﾔﾙﾀｳﾝD･E・F棟（岩崎台2-614）
A22-68,35.1494507302618,137.023463184169,北東地区,岩崎台区,プレシャス岩崎台（岩崎台2-907）
A22-69,35.1538580944217,137.02615325075,北東地区,岩崎台区,フリーダ（岩崎台3-2021）
A22-7,35.152568454571,137.025201559628,北東地区,岩崎台区,ｾｼﾞｭｰﾙﾆｺｳ（岩崎台3-817）
A22-70,35.146959718908,137.019300535676,北東地区,岩崎台区,グリーンハイツ日進（岩崎台1-2303-8）
A22-71,35.14724728206,137.019449168927,北東地区,岩崎台区,フォーブル日進（岩崎台1-2303-5）
A22-72,35.1471504317513,137.020015438448,北東地区,岩崎台区,ホワイトハイツ日進（岩崎台1-2303-14）
A22-73,35.1519599775294,137.027617164999,北東地区,岩崎台区,Y.E.S.Spazio（岩崎台3-108）
A22-74,35.149407034925,137.020988638931,北東地区,岩崎台区,ｻﾞ・ｻﾝ（岩崎台1-2101）
A22-75,35.1538065710161,137.02665461253,北東地区,岩崎台区,ヘーベル・シェルム（岩崎台3-1924）
A22-76,35.1520845382741,137.025495340048,北東地区,岩崎台区,シャルム岩崎（岩崎台3-516）
A22-77,35.148588136612,137.02037284845,北東地区,岩崎台区,ウエストヒルズ岩崎台（岩崎台1-2201-1）
A22-78,35.1482025731389,137.025066547271,北東地区,岩崎台区,日進市岩崎台一丁目716-3
A22-8,35.1523134132492,137.023953615468,北東地区,岩崎台区,ｳﾞｪﾙﾄﾞﾐｰﾙ（岩崎台3-529）
A22-9,35.1521167828455,137.02439298908,北東地区,岩崎台区,ﾒｲﾄｰｼｴｽﾀ（岩崎台2-1410）
A23-1,35.1234786444835,137.050059046316,南東地区,折戸区,ｴｸｾﾙ東山（栄3-307）
A23-10,35.1211067168262,137.050038398729,南東地区,折戸区,ｱﾑｰﾙ栄（栄3-2122）
A23-11,35.121138305841,137.0506416822,南東地区,折戸区,ｼﾞｭﾈｽA1（栄3-2117）
A23-12,35.1227495754687,137.053608701118,南東地区,折戸区,アルバックス日進（栄3-1304）
A23-14,35.1221822568733,137.052419709065,南東地区,折戸区,ﾗｲｵﾝｽﾞﾏﾝｼｮﾝﾆｭｰｼﾃｨ日進の丘（栄3-1307）
A23-15,35.1218734462246,137.053602999514,南東地区,折戸区,ﾗｲｵﾝｽﾞﾏﾝｼｮﾝﾆｭｰｼﾃｨ日進の丘（栄3-1307）
A23-16,35.1214597596778,137.053980666653,南東地区,折戸区,日進ｼﾃｨﾊｳｽ（栄3-1309）
A23-17,35.1210385178995,137.052352733531,南東地区,折戸区,ｴｽﾃｰﾄﾊﾟﾚｽ福岡（栄4-101）
A23-18,35.1211235806285,137.052986883018,南東地区,折戸区,ｻﾝﾊｳｽ日進Ⅱ（栄4-106）
A23-19,35.1211577382181,137.05336392969,南東地区,折戸区,ｸﾞﾛｰﾘｱｽﾋﾙｽﾞ日進第7（栄4-201）
A23-2,35.1230923911769,137.049799014977,南東地区,折戸区,ｴｽﾎﾟﾜｰﾙ東山（栄2-803、804）
A23-20,35.121239793821,137.05377525174,南東地区,折戸区,ﾒｿﾞﾝ･ﾄﾞ･ｴﾄﾜｰﾙ（栄4-202）
A23-21,35.1203121208937,137.052826839094,南東地区,折戸区,ﾗｲﾌｳｪﾙｽﾞ日進Ⅱ（栄4-1201）
A23-22,35.1204534326896,137.053268904166,南東地区,折戸区,ｴﾄﾜｰﾙ日進Ⅰ（栄4-1113）
A23-23,35.1204369047333,137.053718100698,南東地区,折戸区,ﾗｲﾌｳｪﾙｽﾞ日進（栄4-1202）
A23-24,35.1199091223826,137.052583943495,南東地区,折戸区,ﾛｲﾔﾙｺﾝﾌｫｰﾄ日進（栄4-1313）
A23-25,35.1195432610011,137.053009594923,南東地区,折戸区,ﾌｧﾐｰﾙ日進壱番館（栄4-1601）
A23-26,35.1194225423511,137.053380046468,南東地区,折戸区,ﾌｧﾐｰﾙ日進弐番館（栄4-1701）
A23-27,35.1196596024957,137.053839091054,南東地区,折戸区,ﾒｲﾂ日進（栄4-1702）
A23-28,35.1197275810906,137.054236711126,南東地区,折戸区,ｱﾒﾆﾃｨ日進（栄4-1703）
A23-29,35.1197836034748,137.053893777197,南東地区,折戸区,ﾈｽﾊﾟﾙﾄﾞ日進（栄4-1310）
A23-3,35.1227266990912,137.050296670321,南東地区,折戸区,ﾌｧﾐｰﾙ日進五番館（栄3-1008）
A23-30,35.1199811399536,137.054311846324,南東地区,折戸区,ｸﾞﾗﾝﾄﾞﾊｲﾂ日進（栄4-1307）
A23-31,35.1198379649263,137.054870927551,南東地区,折戸区,ｸﾞﾗﾝﾄﾞﾋﾙｽﾞ日進（栄4-1707）
A23-32,35.1203675596462,137.054859890809,南東地区,折戸区,ﾚｵﾊﾟﾚｽｲﾝｻｲﾄﾞE（栄4-901-2）
A23-33,35.120567955354,137.055253933714,南東地区,折戸区,ｲﾝｻｲﾄﾞA（栄4-605）
A23-34,35.120415742618,137.055202684586,南東地区,折戸区,ﾚｵﾊﾟﾚｽｲﾝｻｲﾄﾞF（栄4-902-2）
A23-35,35.1200070696918,137.054959784719,南東地区,折戸区,ｸﾞﾛｰﾘｱｽﾋﾙｽﾞ日進第5（栄4-904）
A23-36,35.119574555366,137.056342002893,南東地区,折戸区,ﾊﾞﾝﾍﾞｰﾙ日進（栄4-1803）
A23-37,35.1189405037036,137.053058486422,南東地区,折戸区,ﾀﾞｲｱﾊﾟﾚｽ日進（栄5-305）
A23-38,35.1208140103842,137.047439872756,南東地区,折戸区,ｺｽﾓⅡ（栄2-102）
A23-39,35.1205725561621,137.048221945908,南東地区,折戸区,ｺｽﾓﾀｳﾝﾆｯｼﾝ（栄2-106）
A23-4,35.1231334992857,137.05149608533,南東地区,折戸区,ﾌｨｵｰﾚ東山（栄3-406）
A23-40,35.1206412921016,137.049380769866,南東地区,折戸区,ｸﾚｰﾙ栄（栄2-208）
A23-41,35.1209406239075,137.050179181366,南東地区,折戸区,ﾚｸﾞﾗｽ日進（栄2-302）
A23-42,35.1209808071795,137.050909392709,南東地区,折戸区,ｸﾘｽﾀﾙﾊﾟﾚｽ（栄2-411）
A23-43,35.1199693411863,137.047801076618,南東地区,折戸区,ﾌｧﾐｰﾙ日進参番館（栄2-130）
A23-44,35.1200239082823,137.048939285722,南東地区,折戸区,ｸﾞﾛｰﾘｱｽﾋﾙｽﾞ日進第3（栄2-1304）
A23-45,35.1200302746883,137.049649019995,南東地区,折戸区,ｸﾞﾛｰﾘｱｽﾋﾙｽﾞ日進第2（栄2-1103）
A23-46,35.120196970592,137.050228185349,南東地区,折戸区,ｿﾌｨｱ日進（栄2-701）
A23-47,35.1201419480341,137.051513900533,南東地区,折戸区,ﾊﾟｰﾙｼﾃｨ（栄2-707）
A23-48,35.1198682128503,137.051078939248,南東地区,折戸区,ﾚｵﾊﾟﾚｽﾀﾞｲﾔﾓﾝﾄﾞﾊｳｽ（栄2-805）
A23-49,35.1192738815686,137.048182683068,南東地区,折戸区,ｳﾞｨｵﾗ日進（栄2-1603）
A23-5,35.1230011897633,137.051616303648,南東地区,折戸区,ﾚｵﾊﾟﾚｽ葵（栄3-408）
A23-50,35.11931412315,137.049053421568,南東地区,折戸区,ﾌﾟﾗｲﾑｶﾞｰﾃﾞﾝ日進（栄2-1001）
A23-51,35.1194223676865,137.05024640288,南東地区,折戸区,ｸﾞﾛｰﾘｱｽﾋﾙｽﾞ日進第6（栄2-901）
A23-52,35.1194569368033,137.051045179764,南東地区,折戸区,ﾗﾋﾞﾃﾞﾝｽ日進（栄2-902）
A23-53,35.1170115944241,137.047911682154,南西地区,折戸区,ﾌｫｰﾌﾞﾙ日進（栄1-1403）
A23-54,35.1164848248336,137.047953587698,南西地区,折戸区,ﾙﾐｴｰﾙ日進Ⅱ（栄1-1605）
A23-55,35.1163049060773,137.048334431122,南西地区,折戸区,ｵｰｼｬﾝ50日進駅前（栄1-1411）
A23-56,35.1158851386694,137.048283584527,南西地区,折戸区,ﾙﾐｴｰﾙ日進Ⅰ（栄1-1719）
A23-57,35.116961679154,137.048768812511,南東地区,折戸区,日進ｴｸｾﾙﾊｲﾂ（栄1-1118）
A23-58,35.1161251160644,137.048848898633,南東地区,折戸区,林ﾃﾚﾝﾌﾟ日進寮（栄1-1112）
A23-59,35.1168613408342,137.049879773874,南東地区,折戸区,日進ﾊﾟｰｸ･ﾏﾝｼｮﾝ（栄1-103）
A23-6,35.1217338822914,137.049036338688,南東地区,折戸区,ｻﾝﾊｳｽ日進（栄3-2210）
A23-60,35.1154388975374,137.050029251737,南東地区,折戸区,栄ﾊﾋﾟﾈｽ（栄1-517）
A23-61,35.1155323194327,137.050437014887,南東地区,折戸区,ﾂｲﾝｽﾞﾊｳｽ（栄1-501）
A23-62,35.1165895889161,137.048522501178,南東地区,折戸区,ｽﾃｰｼﾞｱ日進（栄1-1105）
A23-63,35.1218284790002,137.053716179843,南東地区,折戸区,ﾎﾞﾇｰﾙ栄（栄3-1425）
A23-64,35.1198509363832,137.0506401064,南東地区,折戸区,ﾗ･ｳﾞｨﾙ日進（栄2-802）
A23-65,35.1205002388218,137.049219800438,南東地区,折戸区,ｶﾞｰﾃﾞﾝｾﾗﾑ（栄2-1202）
A23-66,35.1195896999844,137.051401562561,南東地区,折戸区,ﾚｵﾊﾟﾚｽｾﾝﾄﾗﾙﾘﾊﾞｰ（栄2-807）
A23-67,35.1195666506053,137.050863338476,南東地区,折戸区,ﾚｵﾊﾟﾚｽｻﾝｳｯﾄﾞｸﾞﾘｰﾝ（栄2-809）
A23-68,35.1206555734715,137.04960698253,南東地区,折戸区,ｴﾄﾜｰﾙ日進Ⅱ（栄2-308）
A23-69,35.1197455485415,137.055440141245,南東地区,折戸区,ｾﾙｼｵｽｸｴｱ日進A（栄4-801）
A23-7,35.1214159908615,137.049461946765,南東地区,折戸区,ｶﾞｰﾃﾞﾝﾋﾙｽﾞ（栄3-2109）
A23-70,35.1201145251746,137.055353952561,南東地区,折戸区,ｾﾙｼｵｽｸｴｱ日進B（栄4-701）
A23-71,35.120751975409,137.056275354153,南東地区,折戸区,ｾﾙｼｵｺｰﾄ日進（栄4-603）
A23-72,35.1167730847685,137.048851366836,南東地区,折戸区,ｲﾝｻｲﾄﾞ日進（栄1-1107）
A23-73,35.1210949659229,137.049537781463,南東地区,折戸区,ﾃﾞｨﾗｲﾄ（栄3-2124）
A23-74,35.1206860020935,137.055010314431,南東地区,折戸区,ｲﾝｻｲﾄﾞ栄（栄4-901-1）
A23-75,35.1202285259374,137.050797231212,南東地区,折戸区,ﾌﾛｰﾗﾙﾋﾙｽﾞ（栄2-703、710、709）
A23-76,35.1225620301715,137.051932360256,南東地区,折戸区,ﾌﾟﾗｳﾄﾞ日進（栄3-1201）
A23-77,35.117075965661,137.047551628306,南西地区,折戸区,ﾌﾟﾗｳﾄﾞ日進ﾊﾟｰｸﾌﾛﾝﾄ（栄1-1601）
A23-78,35.1214850786435,137.051001280061,南東地区,折戸区,ﾚｵﾊﾟﾚｽｲﾝｻｲﾄﾞG（栄3-2001）
A23-79,35.1211198352867,137.049061139508,南東地区,折戸区,ﾌｧｰｽﾄﾎﾟｲﾝﾄ（栄3-2128）
A23-8,35.1214364299813,137.05018527796,南東地区,折戸区,ﾗｲﾌｳｪﾙｽﾞ日進Ⅲ（栄3-2121）
A23-80,35.1201328777442,137.054433860155,南東地区,折戸区,プラセシオン日進栄え（栄4-1002-1）
A23-81,35.12084666751,137.052044371425,南東地区,折戸区,ソレーユ日進栄（栄4-112）
A23-82,35.1205888319302,137.050508828068,南東地区,折戸区,D-room栄（栄2-602）
A23-83,35.1207337748626,137.051821697385,南東地区,折戸区,D-room栄Ⅱ（栄2-409）
A23-84,35.1231468544634,137.051890615097,南東地区,折戸区,サンリット　ヴィラ（栄４丁目407）
A23-85,35.117933459268,137.047489599916,南西地区,折戸区,パークホームズ日進ゲートマーク（栄１丁目1301）
A23-86,35.1228824470405,137.052165172228,南東地区,折戸区,ステラ（栄3丁目501）
A23-87,35.121900006984,137.050142376971,南東地区,折戸区,グラン・シャリオ（栄３丁目1902）
A23-88,35.1204836592676,137.047747885673,南東地区,折戸区,日進市栄二丁目109番地
A23-89,35.121061020122,137.054926308876,南東地区,折戸区,日進市栄四丁目502番
A23-9,35.1214621358608,137.050576161159,南東地区,折戸区,ﾒｿﾞﾝﾄﾞｩﾚｼﾞｪﾝﾄﾞ（栄3-2116）
A24-1,35.123832803537,137.034407144617,南西地区,折戸区,ｴｽﾎﾟﾜｰﾙ藤塚（藤塚3-82）
A24-10,35.1168105738094,137.036082688297,南西地区,折戸区,ｷｬｯｽﾙﾆｭｰｺｰﾄ日進（藤塚5-109-1）
A24-11,35.1131360254623,137.038841276076,南西地区,折戸区,ｻﾝ･ｻﾝ藤塚（藤塚6-282）
A24-12,35.1110955787514,137.036636808153,南西地区,折戸区,ｺｰﾎﾟほしの、ﾌﾙｰﾙほしの、ｱﾍﾞﾆｭｰほしの（藤塚7-45）
A24-13,35.1098370986509,137.03862527056,南西地区,折戸区,ｽｶｲｶﾞｰﾃﾞﾝ前田Ⅱ（藤塚7-174）
A24-14,35.1094427664019,137.038677336801,南西地区,折戸区,ｽｶｲｶﾞｰﾃﾞﾝ前田（藤塚7-175）
A24-15,35.1202046763983,137.034450641106,南西地区,折戸区,東洋国際石油㈱親和寮（藤塚3-482）
A24-16,35.1196383404114,137.038268945326,南西地区,折戸区,ｸﾞﾘｰﾝﾋﾙｽﾞ（藤塚2-165）
A24-17,35.1170682120287,137.034669863453,南西地区,折戸区,ﾘﾓｰﾈ（藤塚5-3）
A24-18,35.1113529015173,137.037524224984,南西地区,折戸区,ﾄﾞﾐｰﾙ藤塚（藤塚7-47）
A24-19,35.1175221621348,137.035063433217,南西地区,折戸区,ｳﾞｪﾙﾃﾞ藤塚（藤塚4-29-1）
A24-20,35.1254857636754,137.036454844664,南西地区,折戸区,ﾚｵﾊﾟﾚｽｴｸﾚｰﾙ藤塚（藤塚1-109）
A24-21,35.1101359207865,137.038785954332,南西地区,折戸区,ﾌｨｰﾙﾄﾞﾌｫｯｸｽⅢ（藤塚7-160）
A24-22,35.125653654376,137.035405414991,南西地区,野方区,ﾗｳﾞｨｰﾆｭ（藤塚1-62）
A24-23,35.1229324659233,137.035351410379,南西地区,折戸区,ｻﾆｰﾕﾆｿﾞﾝｶｰｻ（藤塚3-94）
A24-24,35.1164725190774,137.035990742363,南西地区,折戸区,ｳｲﾝｸﾞﾄﾞﾌｯﾄｺｰﾄ（藤塚5-106）
A24-25,35.1186252214421,137.036518643313,南西地区,折戸区,ﾚｰｼﾞｭ藤塚（藤塚4-62-1）
A24-26,35.1167471776026,137.034728637317,南西地区,折戸区,ｶｰｻ和合（藤塚5-18-32）
A24-27,35.1242430659054,137.036079604453,南西地区,折戸区,ｴｱﾘｰﾋﾙ（藤塚1-131）
A24-28,35.1235161262104,137.035905981989,南西地区,折戸区,ｼｬﾙﾙｰ日進（藤塚2-6）
A24-29,35.1165275039,137.03482158656,南西地区,折戸区,ｻﾆｰ和合（藤塚5-18-23）
A24-3,35.1214258616187,137.035765155034,南西地区,折戸区,ﾁｪﾘｰｴﾑｰﾙ（藤塚3-137）
A24-30,35.1225978788192,137.035965599986,南西地区,折戸区,ﾌｨｰﾙﾄﾞﾌｫｯｸｽ（藤塚3-239）
A24-31,35.1242867503569,137.034797344014,南西地区,野方区,ｻﾝﾊｲﾂ88（藤塚1-33）
A24-32,35.1228933236115,137.035666913514,南西地区,折戸区,ﾊｯﾋﾟｰﾋﾙｽﾞ（藤塚3-227）
A24-33,35.1171165943219,137.037744974279,南西地区,折戸区,ｱｳﾛｰﾗ（藤塚5-124）
A24-34,35.1236497591083,137.038302259282,南西地区,折戸区,ｿﾚｲﾕ（藤塚1-219）
A24-35,35.1212310261584,137.038009381293,南西地区,折戸区,ｶｰｻSK（藤塚2-128-3）
A24-36,35.1165963011214,137.035918465296,南西地区,折戸区,ﾏﾉﾜｰﾙ（藤塚5-13）
A24-37,35.113506658745,137.036511204521,南西地区,折戸区,フルル和合（藤塚6-263）
A24-38,35.1121606002586,137.035336989099,南西地区,折戸区,セジュール華（藤塚6-361）
A24-39,35.1107788242101,137.039456875567,南西地区,折戸区,ベルメゾン藤塚（藤塚7-153）
A24-4,35.1230984252864,137.035186566061,南西地区,折戸区,ﾌﾚｸﾞﾗﾝｽ藤塚（藤塚3-88）
A24-40,35.1238705576155,137.035469938131,南西地区,折戸区,ｻﾆｰﾋﾙｽﾞ（藤塚1-168）
A24-41,35.1215714603617,137.035444439927,南西地区,折戸区,カトルセゾン（藤塚3-125）
A24-42,35.1221358046445,137.035809113113,南西地区,折戸区,サニーヒルズ（藤塚3-153.154.155）
A24-43,35.1182898971374,137.034534592644,南西地区,折戸区,"シュティルメゾン（藤塚3-508,511）"
A24-44,35.114168758757,137.037166526696,南西地区,折戸区,リストレジデンス和合（藤塚6-234）
A24-45,35.110881701107,137.039562578389,南西地区,折戸区,日進市藤塚7丁目152
A24-5,35.1184461558331,137.035065348397,南西地区,折戸区,ｱﾑｰﾙﾋﾙｽﾞ（藤塚3-511-2）
A24-6,35.1169818555344,137.035503034138,南西地区,折戸区,ﾊｲﾂｸﾞﾘｰﾝ（藤塚5-7）
A24-7,35.1168292389889,137.037687170809,南西地区,折戸区,ﾀｳﾝ･ﾌｼﾞﾂｶ（藤塚5-126）
A24-8,35.1142259683192,137.035959991025,南西地区,折戸区,ｱｽﾊﾟｲｱ和合（藤塚6-193）
A24-9,35.1149366393022,137.036764439776,南西地区,折戸区,ﾚｵﾊﾟﾚｽｻﾝ･ﾊﾞﾚｲ（藤塚6-201）
A25-1,35.1176897624251,137.015452693772,南西地区,赤池区,ｸﾚｽﾄｱｲ（赤池南1-135）
A25-10,35.1151123368975,137.017795550821,南西地区,赤池区,ｸﾞﾗﾝﾄﾞｺｰﾄ赤池（赤池南2-906）
A25-11,35.1149269010138,137.018231317827,南西地区,赤池区,ﾗﾌｨﾈ（赤池南2-701）
A25-12,35.1134501920822,137.017688758642,南西地区,赤池区,ﾌﾟﾁﾒｿﾞﾝ赤池（赤池南2-1904）
A25-13,35.1167767975845,137.015187017049,南西地区,赤池区,Droom赤池南（赤池1-201）
