台帳番号,緯度,経度,エリア,行政区,所在地
A1-1,35.1245714885662,137.014247093752,北西地区,赤池区,ｻﾝｼｬｲﾝ近藤、ｳｨﾙﾓｱ赤池（赤池町村東192-1、193-2）
A1-11,35.1104509374989,137.023126095317,南西地区,赤池区,ﾌｫﾚｽﾄ赤池（赤池町箕ノ手2-73）
A1-13,35.1244230149629,137.016264360268,北西地区,赤池区,ｽｷﾙｽﾞ赤池（赤池町村東62-1）
A1-15,35.119392161217,137.023317991645,南西地区,赤池区,ｹｲｽﾞ赤池（赤池町箕ノ手2-713）
A1-16,35.12393443081,137.010493781125,北西地区,赤池区,ﾃﾞｰｼﾞｰ大和（赤池町西組104）
A1-17,35.122622889976,137.00922772536,北西地区,赤池区,ﾙｲｰｽﾞ平針（赤池町西組116）
A1-2,35.1218526458765,137.010449698566,北西地区,赤池区,ﾌﾞﾘｰｽﾞⅡ（赤池町西組133-3）
A1-23,35.1127993319253,137.024743524116,南西地区,赤池区,ﾊｯﾋﾟｰﾋﾙｽﾞ（赤池町箕ノ手2-92）
A1-27,35.1113324264814,137.022935970387,南西地区,赤池区,㈱ｴﾙﾋﾞｰ日進ｱﾊﾟｰﾄ（赤池町箕ノ手2-779）
A1-28,35.1111638752216,137.025795336265,南西地区,赤池区,ｸﾚｽﾄｰﾙ（赤池町箕ノ手2-444）
A1-29,35.1117581148425,137.02564007058,南西地区,赤池区,ﾊｯﾋﾟｰﾋﾙｽﾞｳﾞｨﾚｯｼﾞ（赤池町箕ノ手2-59、2-359）
A1-33,35.1309818160235,137.005604949978,北西地区,赤池区,ｺﾓﾝﾃﾗｽ日進梅森（赤池町北山15-4、15-21、15-22、15-23、15-24、15-25）
A1-35,35.1156475398001,137.024947799654,南西地区,赤池区,ｻｰﾄﾞｳﾞｨﾗ赤池（赤池町箕ノ手2-643）
A1-36,35.1227754254822,137.014027492235,北西地区,赤池区,ﾜﾝﾀﾞｰｽｸｴｱ赤池Ⅲ（赤池町村東137-7）
A1-37,35.1119832667921,137.02545790359,南西地区,赤池区,小池組寮（赤池町箕ノ手2-354）
A1-38,35.121966354312,137.01124833159,北西地区,赤池区,ｸﾞﾗﾝｳﾞｪｰﾙ（赤池町西組159-1）
A1-39,35.1245059259596,137.01358198051,北西地区,赤池区,ｴｽﾄｳﾞｨﾗｰｼﾞｭ（赤池町村東200-3）
A1-4,35.1184837847045,137.019795180542,南西地区,赤池区,ﾊｳｽKⅢ（赤池町中島109-57）
A1-40,35.1104172811891,137.023709328183,南西地区,赤池区,ウィンズガーデン（赤池町箕ノ手2-470）
A1-41,35.124433056731,137.016438468091,北西地区,赤池区,ﾄﾞﾙｸｽ（赤池町村東61-1）
A1-42,35.1246802919984,137.013958983855,北西地区,赤池区,日進市赤池町下郷96
A1-43,35.1228227523377,137.009513266507,北西地区,赤池区,カーサ・ニコ（日進市赤池町西組115-1）
A1-44,35.1231634723146,137.014290861232,北西地区,赤池区,セソシール（日進市赤池町村東157-1）
A1-45,35.1113099091852,137.020016488771,南西地区,赤池区,KAZENSA（赤池町モチロ61-60）
A1-46,35.1193218827658,137.023423878629,南西地区,赤池区,奇窓館（日進市赤池町箕ノ手２－１５６）
A1-5,35.1182844901067,137.020405757292,南西地区,赤池区,ﾘｳﾞｪｰﾙ近藤（赤池町箕ノ手2-1596）
A1-50,35.1152411400089,137.021349200277,南西地区,赤池区,ウィステリアＫ　Ⅰ、Ⅱ（日進市赤池町モチロ６１－１４２）
A1-51,35.1143773095751,137.027525040368,南西地区,赤池区,サンブライトⅡ（日進市赤池町箕ノ手２番３０６）
A1-6,35.1177691012995,137.020458133093,南西地区,赤池区,ｺｰﾎﾟﾗｽ赤池（赤池町箕ノ手2-588）
A1-8,35.1168467174926,137.026707889132,南西地区,赤池区,箕ノ手ﾊｲﾂ、ﾊｲﾂ早川（赤池町箕ノ手2-1579、1580、1581、1582）
A1-9,35.1144514673298,137.029713350379,南西地区,赤池区,西濃運輸㈱寮（浅田町美濃輪1-12）
A11-1,35.139734997619,137.045368804387,北東地区,本郷区,ｻﾝｼﾃｨ･ﾏﾐｰﾅ（本郷町宮下522-7）
A11-2,35.1344509894237,137.040546924199,北西地区,本郷区,ﾌﾟﾘﾝｾｽｶﾞｰﾃﾞﾝ（本郷町西原1234-1）
A11-3,35.1359772446769,137.040033640046,北西地区,本郷区,むつみ苑（本郷町西原北通875）
A11-4,35.1407551298858,137.045778824891,北東地区,本郷区,ｴﾙｳﾞｨｰﾀ（本郷町法念寺640-1　640-2　636-8）
A11-5,35.1359051240434,137.041417301092,北西地区,本郷区,ルクール（日進市本郷町西原北通860-6）
A12-1,35.162990938699,137.041609057229,北東地区,岩崎区,ｶｰﾑﾊｳｽ日進（竹の山1-804）
A12-10,35.1487911830213,137.027917462132,北東地区,岩崎区,ｸﾞﾛｰﾘｱｽ日進岩崎台（岩崎町芦廻間94-5）
A12-100,35.1414225264233,137.037274054173,北西地区,岩崎区,好陽園（岩崎町南口38）
A12-101,35.1442040010768,137.039703620443,北西地区,岩崎区,ﾋﾞﾗ元屋敷（岩崎町神明115）
A12-102,35.1440886506189,137.03990957485,北西地区,岩崎区,ﾊｰﾑ日進（岩崎町大廻間25-1）
A12-104,35.1628022941246,137.041636788973,北東地区,岩崎区,ﾌｧﾐｰﾙ竹の山（竹の山1-805）
A12-105,35.1621601225617,137.041744030115,北東地区,岩崎区,ﾊｲﾂ･ｶﾝﾊﾟｰﾆｭ（竹の山1-912）
A12-106,35.1627736852356,137.041256033999,北東地区,岩崎区,ﾀｳﾆｰｴｺｰ（竹の山1-806）
A12-107,35.1420696432301,137.03665143952,北西地区,岩崎区,ﾃﾞﾙｿﾙ岩崎（岩崎町西ノ平101-1）
A12-108,35.1572470030455,137.037407502205,北東地区,岩崎区,ｻﾞｸｾﾝ（岩崎町竹ノ山37-935）
A12-109,35.1542091136131,137.031214576712,北東地区,岩崎区,ﾚｰｼﾞｭ竹の山（岩崎町芦廻間112-368）
A12-110,35.1554081031066,137.032810943726,北東地区,岩崎区,ｱﾐﾃｨｴⅡ（岩崎町竹ノ山37-375）
A12-111,35.1545544476473,137.036550796772,北東地区,岩崎区,ｱﾝｼﾞｪﾊﾟｯｾ（岩崎町竹ノ山37-881）
A12-112,35.1466287892448,137.041760854153,北東地区,岩崎区,ﾍﾞﾙｽﾃｰｼﾞ六坊（岩崎町六坊78-1）
A12-113,35.1563361306649,137.033944704943,北東地区,岩崎区,ｴｱﾘｰ（岩崎町竹ノ山3-1）
A12-114,35.1504543033258,137.035225003757,北東地区,岩崎区,ﾊﾞﾝｸｰﾊﾞｰ1102（）
A12-115,35.1545634213171,137.0370172662,北東地区,岩崎区,ﾌﾟﾗｲﾑ日進（岩崎町竹ノ山37-14）
A12-116,35.1541796022362,137.032480272232,北東地区,岩崎区,ｴｽﾀｰﾌﾞﾚ竹の山（岩崎町野田18-76）
A12-117,35.1479159960167,137.03893123804,北西地区,岩崎区,ﾋﾟｭｰﾙ･ﾚﾌｨﾅｰﾄﾞ（岩崎町根裏2-1）
A12-118,35.160050436747,137.037931272256,北東地区,岩崎区,ﾘｼｬｰﾙ（岩崎町竹ノ山37-98））
A12-119,35.1565507387957,137.039638010907,北東地区,岩崎区,ｶﾚｯｼﾞﾋﾙｽﾞ竹ノ山（岩崎町竹ノ山149-1047）
A12-12,35.1470686316529,137.029209957715,北西地区,岩崎区,ｸﾞﾛｰﾘｱｽ香久山（岩崎町石兼56-120）
A12-120,35.1520260787278,137.037748324666,北東地区,岩崎区,ﾌｪﾘｰﾁｪ竹の山Ⅱ（岩崎町竹ノ山37-807）
A12-121,35.1413435195564,137.034646380107,北西地区,岩崎区,ｺｰﾎﾟ静（岩崎町南口80）
A12-122,35.1553205775024,137.032571037844,北東地区,岩崎区,ｼﾞｬｽﾐﾝﾌﾟﾗｻﾞⅡ（岩崎町竹ノ山37-373）
A12-123,35.1547172784955,137.032201584132,北東地区,岩崎区,"""ｱｯﾌﾟﾋﾙｽﾞ竹の山（日進市竹の山南部特定土地区画整理組合57街区4,5-1）"""
A12-124,35.1493195581451,137.035641807711,北西地区,岩崎区,ｱｳﾞﾆｰﾙ弁天（岩崎町根裏90-6）
A12-125,35.1481515177726,137.030223235416,北西地区,岩崎区,ﾚｵﾊﾟﾚｽｵｰﾛﾌｫﾚｽﾀ（岩崎町石兼48-37）
A12-126,35.1482590302641,137.030596872632,北西地区,岩崎区,ｶｰｻﾌｸﾄｸ（岩崎町石兼56-241）
A12-127,35.1542356842114,137.032246939243,北東地区,岩崎区,ﾄﾞﾐｰﾙ竹の山（岩崎町野田18-76）
A12-128,35.1600523341799,137.035664774504,北東地区,岩崎区,三ヒルズ竹の山（岩崎町竹ノ山37-961）
A12-129,35.1488052145499,137.036584533606,北西地区,岩崎区,竹ノ山5丁目3101
A12-13,35.1463988083137,137.029727237762,北西地区,岩崎区,ｸﾞﾛｰﾘｱｽ香久山第2（岩崎町石兼24-1）
A12-130,35.157155672081,137.033564577116,北東地区,岩崎区,ベルクオーレ（岩崎町竹ノ山3-173）
A12-131,35.1472629250977,137.042077175601,北東地区,岩崎区,パームヒルズ（竹の山5-1204）
A12-132,35.1517314764398,137.037910022482,北東地区,岩崎区,竹ノ山3丁目1819
A12-133,35.1599437811724,137.036988202995,北東地区,岩崎区,casa竹の山中央（竹ノ山一丁目２００１番地））
A12-134,35.1580096971325,137.034793767051,北東地区,岩崎区,リッシュヴェール（竹の山2-2301）
A12-135,35.1532251259233,137.036762113933,北東地区,岩崎区,ｼｬﾝﾌﾞﾘｰﾙ　ｼﾞｭﾄﾗ（竹の山3-1422）
A12-136,35.1543440722857,137.03350209265,北東地区,岩崎区,ﾍﾞﾙ･ｽﾃｰｼﾞ竹の山Ⅲ（竹の山4-1110）
A12-137,35.1540450595718,137.033090979212,北東地区,岩崎区,エクセレント（竹の山4-611-1）
A12-138,35.1463159747276,137.042892194118,北東地区,岩崎区,岩崎町市場113-1
A12-139,35.1355845093536,137.026856015304,北西地区,岩崎区,岩崎町南高上159-1
A12-14,35.1461034916334,137.030125464645,北西地区,岩崎区,ｸﾞﾛｰﾘｱｽﾋﾙｽﾞ梅森坂（岩崎町石兼31-2）
A12-140,35.1476892184369,137.038530340383,北西地区,岩崎区,竹ノ山5丁目2311
A12-141,35.157364796184,137.037975567412,北東地区,岩崎区,竹ノ山2丁目323
A12-142,35.1372014643002,137.031078256522,北西地区,岩崎区,ﾗﾌﾚｼｰﾙ（岩崎町北高上21-1）
A12-143,35.1466334933679,137.03413880342,北西地区,岩崎区,日進市岩崎町岩根207
A12-144,35.1539108244055,137.033656133288,北東地区,岩崎区,日進市竹の山四丁目710
A12-145,35.1476125167431,137.028531546994,北西地区,岩崎区,日進市芦廻間９７－１
A12-146,35.15001727442,137.035802687342,北東地区,岩崎区,日進市竹の山3丁目502
A12-147,35.1625258556281,137.04219682752,北東地区,岩崎区,日進市竹の山1丁目906
A12-148,35.1473337545562,137.028739447724,北西地区,岩崎区,日進市岩崎町石兼６８番地１
A12-149,35.1572556632638,137.037921405855,北東地区,岩崎区,日進市竹の山二丁目２０７番地１
A12-15,35.1496637988901,137.033634947473,北東地区,岩崎区,ﾛｲﾔﾙ石神（岩崎町岩根108-1）
A12-150,35.1463057366164,137.045697414418,北東地区,岩崎区,日進市岩崎町小林９６番地１０
A12-151,35.1589431324633,137.036614278989,北東地区,岩崎区,ｼﾞｭﾅｽ（竹の山二丁目1101番地）
A12-152,35.1587040249103,137.036406213089,北東地区,岩崎区,ﾌﾟﾗﾝﾄﾞｰﾙ（竹の山二丁目1104、1105番地）
A12-153,35.1584192396606,137.036138728137,北東地区,岩崎区,ﾃﾞｨｱｺｰﾄ（竹の山二丁目1201番地）
A12-154,35.1576870464056,137.037873856518,北東地区,岩崎区,日進市竹ノ山二丁目307番地
A12-155,35.1604097746519,137.039744744132,北東地区,岩崎区,日進市竹の山一丁目1701
A12-156,35.136250898512,137.029888974409,北西地区,岩崎区,日進市岩崎町南高上200-1
A12-157,35.1473676491532,137.027713765587,北西地区,岩崎区,GNO.1　是幸超（日進市岩崎町芦廻間90-2、91-4、石兼71）
A12-159,35.148744264688,137.03657354554,北西地区,岩崎区,シャーメゾンとき（日進市岩崎町根裏34-9）
A12-16,35.1463865652024,137.035195546427,北西地区,岩崎区,ｱｰｸｶﾞｰﾃﾞﾝ岩崎（岩崎町根裏82-3）
A12-160,35.1449564312805,137.048886821824,北東地区,岩崎区,リーブルMAKI（日進市岩崎町梅ノ木36-1）
A12-161,35.1616774430761,137.040743881282,北東地区,岩崎区,パークレジデンス（日進市竹の山一丁目507）
A12-162,35.1470148795907,137.030946633861,北西地区,岩崎区,ルミエールハイツ石兼（日進市岩崎町石兼56-80）
A12-17,35.143925930198,137.035247462657,北西地区,岩崎区,ｺﾞﾙﾌﾗﾝﾄﾞ（岩崎町西ノ平45-1）
A12-18,35.1492448903021,137.028081322583,北東地区,岩崎区,ﾀﾞｲｱﾊﾟﾚｽ日進東山（岩崎町芦廻間103-1）
A12-19,35.1519714823379,137.03931245367,北東地区,岩崎区,ﾌﾟﾛｸｼｨﾌﾚﾝｽﾞ日進（岩崎町竹ノ山149）
A12-20,35.1499508739252,137.039907179713,北東地区,岩崎区,ｱｳﾞﾆｰﾙ菊水（岩崎町六坊9-24）
A12-21,35.1435426353616,137.032453175551,北西地区,岩崎区,ﾌﾟﾗｲﾏﾙ香久山（岩崎町新ラ田87-78）
A12-22,35.1434450334601,137.037283583945,北西地区,岩崎区,大和荘（岩崎町ｹｶﾁ12-22）
A12-23,35.1423083951692,137.038643469833,北西地区,岩崎区,竹友荘（岩崎町大廻間154）
A12-24,35.1436400712224,137.04189075049,北東地区,岩崎区,ｼﾌｫﾝﾄﾞ･ﾋﾛ（岩崎町大塚31-1）
A12-25,35.1479587697513,137.029170706257,北東地区,岩崎区,ﾍﾞｽﾄｲﾚﾌﾞﾝｲｼｶﾞﾈ（岩崎町石兼52-1）
A12-27,35.1606970826007,137.040710375842,北東地区,岩崎区,ｴｽﾎﾟﾜｰﾙﾊﾟﾝｼｵﾝ･希望の館（竹の山1-203）
A12-28,35.1625178185592,137.0416577516,北東地区,岩崎区,ﾚｵﾝ竹の山（竹の山1-705）
A12-29,35.1487002996475,137.04008746765,北東地区,岩崎区,ｱｳﾞﾆｰﾙ御岳（岩崎町六坊9-27）
A12-3,35.1623308480203,137.040690732855,北東地区,岩崎区,ﾌﾟﾗｻﾞｺﾚｰｼﾞｭ（竹の山1-602）
A12-31,35.1563504159194,137.039274786321,北東地区,岩崎区,名古屋外国語大学ｲﾝﾀｰﾅｼｮﾅﾙﾊｳｽ（岩崎町竹ノ山37-39）
A12-32,35.1508144990714,137.034871120486,北東地区,岩崎区,ﾒｿﾞﾝﾌﾟﾚﾐｰﾙ（岩崎町野田18-95）
A12-33,35.1533591308226,137.029367420198,北東地区,岩崎区,ｻﾝｽﾃｰｼﾞ（岩崎町芦廻間32-1）
A12-34,35.1543166918822,137.031650037974,北東地区,岩崎区,ﾚｼﾞﾃﾞﾝｽ青山ﾐﾚﾆｱﾑ（岩崎町野田18-243）
A12-35,35.1468612128133,137.03782857633,北西地区,岩崎区,ﾃﾞｨｱｽ竹の山A棟（）
A12-36,35.1470106195068,137.03786269284,北西地区,岩崎区,ﾃﾞｨｱｽ竹の山B棟（）
A12-37,35.1569665535555,137.038587800163,北東地区,岩崎区,ｱﾌﾟﾘｴｰﾙｶﾞｰﾃﾞﾝ（岩崎町竹ノ山37-924）
A12-38,35.1539090242044,137.02985350145,北東地区,岩崎区,ﾊｯﾋﾟｰ･ﾋﾞﾚｯｼﾞ（岩崎町芦廻間112-3）
A12-39,35.1577794879518,137.034895890897,北東地区,岩崎区,ｻﾝｱﾛｰ（岩崎町竹ノ山37-167）
A12-4,35.1621934094359,137.041243203324,北東地区,岩崎区,ﾃﾞﾌｨ1（竹の山1-707-2）
A12-40,35.1572972498464,137.034433681682,北東地区,岩崎区,ｼｬﾝｸﾞﾘﾗ竹の山（岩崎町竹ノ山37-350）
A12-41,35.1629572723704,137.041742811249,北東地区,岩崎区,ﾎﾞﾇｰﾙT･M日進（竹の山1-921）
A12-42,35.1466999994734,137.04254611866,北東地区,岩崎区,ﾉｰｽ（岩崎町六坊72-8）
A12-43,35.1536601157097,137.028962120972,北東地区,岩崎区,ｶﾞｰﾃﾞﾝｿﾚｼﾞｵ（岩崎町芦廻間33）
A12-44,35.1530833519588,137.029583888952,北東地区,岩崎区,ｱｰﾃﾞﾙｺｰﾄ岩崎台（岩崎町芦廻間34）
A12-45,35.1569482787513,137.037253646427,北東地区,岩崎区,RIMP竹ノ山（岩崎町竹ノ山37-931）
A12-46,35.1481162816408,137.041943843066,北東地区,岩崎区,ｵﾙﾃﾝｼｱ（岩崎町六坊42-1）
A12-47,35.1474874455342,137.038588934639,北西地区,岩崎区,ｳﾞｨﾗ幸村（岩崎町根裏48-1）
A12-48,35.1546570362794,137.0500094186,北東地区,岩崎区,愛知学院大学合宿所（岩崎町四ツ池48-21）
A12-49,35.1490678111835,137.034753866477,北西地区,岩崎区,ﾗ･ﾌｫｰﾚ岩崎（岩崎町岩根98）
A12-5,35.1620692614069,137.041051294721,北東地区,岩崎区,ﾊｲﾂ竹の山（竹の山1-605）
A12-50,35.1478107760118,137.040719917965,北東地区,岩崎区,竹の山ｼｰﾙﾄﾞﾊｲﾂ（岩崎町六坊101）
A12-51,35.1570340635906,137.033315939779,北東地区,岩崎区,ﾍﾞﾙｴｱ･ｴｸｾﾗﾝ（岩崎町竹ノ山37-33）
A12-52,35.1582858537502,137.03683650333,北東地区,岩崎区,ﾌﾞﾗﾝﾈｰｼﾞｭ（岩崎町竹ノ山30）
A12-53,35.1587349032942,137.037885376918,北東地区,岩崎区,ﾒｲﾌﾟﾙﾋﾙｽﾞA棟B棟（岩崎町竹ノ山37-870）
A12-54,35.1586362228313,137.037827136744,北東地区,岩崎区,ﾒｲﾌﾟﾙﾋﾙｽﾞC棟D棟（岩崎町竹ノ山37-88）
A12-55,35.1580647232102,137.038184775966,北東地区,岩崎区,ｾﾝﾀｰｺｰﾄ竹の山（岩崎町竹ノ山37-87）
A12-56,35.1531521100804,137.037016102506,北東地区,岩崎区,ｴﾙﾐﾀｰｼﾞｭ（岩崎町竹ノ山37-6）
A12-57,35.1541784171673,137.028933807582,北東地区,岩崎区,ｸｵｰﾚﾒｲﾄｳ（岩崎町芦廻間30-2）
A12-58,35.1476675141227,137.038379465932,北西地区,岩崎区,ﾗ･ﾌｫﾙﾄｩｰﾅ（岩崎町根裏43）
A12-59,35.1545020957801,137.031224408637,北東地区,岩崎区,ｻﾝｸﾞﾘｰﾝ（岩崎町芦廻間112-368）
A12-6,35.1619699083822,137.040344852649,北東地区,岩崎区,第2ﾛｰﾀｽﾋﾞﾙ（竹の山1-502）
A12-60,35.1552567771668,137.033490287841,北東地区,岩崎区,岩崎御苑（岩崎町竹ノ山37-595）
A12-61,35.1568835886224,137.034777253751,北東地区,岩崎区,ﾍﾞﾙ･ｽﾃｰｼﾞ竹の山（岩崎町竹ノ山37-345）
A12-62,35.1564511882365,137.033481536035,北東地区,岩崎区,ｴﾄﾜｰﾙ竹の山（岩崎町竹ノ山3-2）
A12-63,35.1488814634807,137.036907964829,北西地区,岩崎区,ﾍﾞﾙﾒｿﾞﾝF（岩崎町根裏25-4）
A12-64,35.1622918998583,137.041119559457,北東地区,岩崎区,ﾋﾙｽﾞ･ﾊｰﾓﾆｰ（竹の山1-708）
A12-65,35.1567914572864,137.035521711208,北東地区,岩崎区,ﾋﾞｭｰﾃﾗｽ1号館（岩崎町竹ノ山37-944）
A12-66,35.1546139579153,137.030493654479,北東地区,岩崎区,ﾌﾟﾘｽﾞﾑｺｰﾄ（岩崎町芦廻間112-374）
A12-67,35.153298885014,137.037286755318,北東地区,岩崎区,ｱﾐﾃｨｴⅠ（岩崎町竹ノ山37-13）
A12-68,35.1579363621975,137.039299755267,北東地区,岩崎区,ｾﾚｯｿⅢ（岩崎町竹ノ山68-2）
A12-69,35.1572501629959,137.037750511219,北東地区,岩崎区,ﾚｵﾊﾟﾚｽLOTUS（岩崎町竹ノ山37-922）
A12-70,35.158883510504,137.03725398431,北東地区,岩崎区,竹ノ山のやすらぎ（岩崎町竹ノ山37-672）
A12-71,35.157520779883,137.035318244134,北東地区,岩崎区,ｾﾚｽﾃｨ（岩崎町竹ノ山37-511）
A12-72,35.1614711281914,137.040163844429,北東地区,岩崎区,ﾎﾞﾇｰﾙﾚｼﾞﾃﾞﾝｽ（竹の山1-301）
A12-73,35.1544291510967,137.033978644694,北東地区,岩崎区,ﾊﾞﾝｸｰﾊﾞｰ1100（岩崎町竹ノ山37-388）
A12-74,35.1483674807046,137.042348117489,北東地区,岩崎区,ｴﾙﾎﾞﾇｰﾙ（岩崎町六坊39）
A12-75,35.1575930335437,137.034450326377,北東地区,岩崎区,ｴｽﾃｰﾄ竹の山（岩崎町竹ノ山37-168）
A12-76,35.1556147766037,137.033685191062,北東地区,岩崎区,ｳﾞﾘｭｰﾘｵﾝ（岩崎町竹ノ山37-196）
A12-77,35.1534095129927,137.037982783591,北東地区,岩崎区,ｷｬﾒﾛｯﾄ（岩崎町竹ノ山37-381）
A12-78,35.156460717053,137.03452756588,北東地区,岩崎区,ｱﾋﾞﾀｼｵﾝ竹ノ山（岩崎町竹ノ山3-1）
A12-79,35.1546936318408,137.037562352527,北東地区,岩崎区,ｾｼﾞｭｰﾙｵﾘｵﾝ（岩崎町竹ノ山83-2）
A12-80,35.1502971993112,137.035825397515,北東地区,岩崎区,ﾌﾟﾛﾆﾃｨ（岩崎町六坊7-1）
A12-81,35.1559576196495,137.032967772705,北東地区,岩崎区,ｱｽｰﾙ英（岩崎町竹ノ山37-1031）
A12-82,35.1574147387901,137.033637697491,北東地区,岩崎区,ﾊﾞﾝﾋﾞｨｸﾞﾗｽ山清（岩崎町竹ノ山37-358）
A12-83,35.1572124093371,137.034090805131,北東地区,岩崎区,ﾋﾙｽﾞ竹の山（岩崎町竹ノ山37-169）
A12-84,35.1567999219477,137.033038509499,北東地区,岩崎区,ｳｨｽﾞﾃﾞｨ（岩崎町竹ノ山37-1022）
A12-85,35.1465772540974,137.036981972187,北西地区,岩崎区,ｳｨﾝｸﾙﾑ（岩崎町根裏50-3）
A12-86,35.1543651651892,137.032195248556,北東地区,岩崎区,ｼﾞｬｽﾐﾝﾌﾟﾗｻﾞ（岩崎町竹ノ山37-382）
A12-87,35.1621986214811,137.040879633318,北東地区,岩崎区,ｴｽﾄｱｳﾞｧﾝｾ（竹の山1-603）
A12-88,35.1542315193164,137.033618841613,北東地区,岩崎区,ﾐﾘｴｰﾙ竹の山（岩崎町竹ノ山37-604）
A12-89,35.1580890719094,137.037262047956,北東地区,岩崎区,ﾌｪﾝﾈﾙｺｰﾄ（岩崎町竹ノ山37-942）
A12-9,35.1584600314557,137.047283984988,北東地区,岩崎区,ｳﾞｨﾗﾕｰｻﾞﾝ88（北新町生出し755-5）
A12-90,35.1571724092961,137.038810408975,北東地区,岩崎区,ﾒｿﾞﾝﾄﾞｰﾙ竹の山（岩崎町竹ノ山37-925）
A12-91,35.1496568764275,137.034972424411,北東地区,岩崎区,ﾌｪﾘｰﾁｪ竹の山（岩崎町野田26）
A12-92,35.1580562999586,137.035622641375,北東地区,岩崎区,ｿﾚｲﾕ竹の山（岩崎町竹ノ山37-971）
A12-93,35.1495027127973,137.035706598294,北東地区,岩崎区,ｸﾞﾙｰｳﾞｨｰ竹の山（岩崎町根裏25-6）
A12-94,35.1590163845833,137.035161507857,北東地区,岩崎区,ｲｸｽﾋﾟﾘｯﾂ（岩崎町竹ノ山37-153）
A12-95,35.1509661962088,137.03452448582,北東地区,岩崎区,ﾌｪｱﾘｰﾃｲﾙ（岩崎町野田18-94）
A12-96,35.1524577159964,137.038279311816,北東地区,岩崎区,ﾒｿﾞﾝﾄﾞｱﾐ（岩崎町竹ノ山37-3）
A12-97,35.1374209133619,137.033385679733,北西地区,岩崎区,ｽﾌﾟﾘﾝｸﾞｺｰﾄ香久山（岩崎町北高上53）
A12-98,35.1549282412822,137.026963864304,北東地区,岩崎区,ﾋﾙｻｲﾄﾞ竹の山（岩崎町芦廻間112-191）
A12-99,35.1596028828072,137.035675044879,北東地区,岩崎区,ｿｱﾗﾌﾟﾗｻﾞ日進竹の山（岩崎町竹ノ山37-247）
A13-1,35.1480681244923,137.053109114244,北東地区,岩藤区,ｼｬﾄｰ日進（岩藤町下原207-1）
A13-14,35.1465621872593,137.056954437096,北東地区,岩藤区,岩藤町七ツ塚602-2
A13-2,35.1480684870535,137.05349664867,北東地区,岩藤区,ｿｻｴﾃｨKATO（岩藤町下原205-5）
A13-3,35.1468582677767,137.054248578848,北東地区,岩藤区,日進ﾃﾗｽ（日進市岩藤町上原511番4）
A14-1,35.1653926915905,137.051735238347,北東地区,北新区,ﾒﾙｳﾞｪｰﾕ45（北新町東口論義25）
A14-10,35.1606124451064,137.057037330256,北東地区,北新区,ホームペガサス（日進市北新町殿ヶ池上545-98）
A14-2,35.1555925728354,137.056473739954,北東地区,北新区,ｻﾝｱｯﾌﾟﾛｲﾔﾙｶﾞｰﾃﾞﾝﾊﾟｰﾄ2（北新町二段場993）
A14-3,35.1553050312321,137.056199722927,北東地区,北新区,ｻﾝｱｯﾌﾟﾛｲﾔﾙｶﾞｰﾃﾞﾝﾊﾟｰﾄ1（北新町二段場990）
A14-4,35.1566158905881,137.054208484685,北東地区,北新区,ﾊｲﾂｴﾑ（北新町殿ヶ池下834-2）
A14-5,35.1609196015109,137.056576325562,北東地区,北新区,愛和ﾊｳｽ（北新町殿ヶ池上9）
A14-7,35.1555338673198,137.056947113738,北東地区,北新区,ｺｰﾎﾟﾄﾞﾗｺﾞﾝ（北新町二段場920-20）
A14-8,35.1601773664474,137.055020040758,北東地区,北新区,ｱﾌﾞﾆｰﾙ22（北新町殿ヶ池上564）
A14-9,35.1651565036174,137.050968681609,北東地区,北新区,ﾌﾚﾝｽﾞｼｬﾄｰ（日進市北新町西口論着345-256）
A15-1,35.1115258557092,137.039968247703,南西地区,南ケ丘区,ｱｰﾊﾞﾆｱ南ケ丘（南ケ丘3-15-8）
A15-2,35.1116898259237,137.040050052018,南西地区,南ケ丘区,サンヒルズ（南ケ丘3-15-7）
A15-3,35.1087038474143,137.039710872688,南西地区,南ケ丘区,グリーンハイツ日進（日進市南ケ丘三丁目１番地）
A18-1,35.1360056723716,137.008803076219,北西地区,梅森区,ｶﾋﾟﾗﾊｲﾂ（梅森台4-47-1）
A18-10,35.1358482981561,137.013525197802,北西地区,梅森区,ﾄﾞﾙﾁｪ（梅森台2-52）
A18-11,35.1349850346288,137.014716666061,北西地区,梅森区,ﾒｿﾞﾝ晃梅（梅森台2-194）
A18-12,35.1341705000768,137.014371860566,北西地区,梅森区,ﾚｵﾊﾟﾚｽShima（梅森台2-168-1）
A18-13,35.1349748593255,137.015663145405,北西地区,梅森区,ｴｸｾﾙｲｰｽﾄｱｲ（梅森台2-254）
A18-14,35.1337022052204,137.016111229885,北西地区,梅森区,ﾘｰﾄﾞｲﾝﾚｼﾞﾃﾞﾝｽ（梅森台1-188-1）
A18-15,35.133276874459,137.016163367521,北西地区,梅森区,ｳﾞｨﾗ晃梅（梅森台1-193）
A18-16,35.1343718690471,137.011024716559,北西地区,梅森区,ｴｽﾎﾟﾜｰﾙ梅森台（梅森台4-183）
A18-17,35.1328787766958,137.010941747639,北西地区,梅森区,ﾂｲﾝﾌﾗｯﾂ（梅森台5-68）
A18-18,35.1376100221507,137.014396401472,北西地区,梅森区,ﾗ　ﾈｰｼﾞｭ梅森台
